team,player,minute,x_start,y_start,x_end,y_end
Argentina,Marcos Javier Acuña,83,107.8,14.7,90.9,31.2
Argentina,Cristian Gabriel Romero,83,70.6,48.5,80.3,57.9
Argentina,Nahuel Molina Lucero,83,80.3,57.9,96.3,55.4
France,Eduardo Camavinga,83,23.8,24.7,46.7,32.2
Argentina,Nicolás Hernán Otamendi,83,78.8,50.0,79.0,58.6
France,Adrien Rabiot,83,42.0,17.7,47.3,15.1
Argentina,Cristian Gabriel Romero,83,45.0,75.7,47.1,72.0
Argentina,Rodrigo Javier De Paul,83,48.6,71.8,55.4,63.1
Argentina,Enzo Fernandez,83,63.8,59.2,74.7,53.2
Argentina,Julián Álvarez,83,74.7,53.2,75.3,63.9
Argentina,Lionel Andrés Messi Cuccittini,83,75.8,60.3,77.9,57.1
France,Marcus Thuram,84,91.0,19.0,108.9,15.1
France,Kylian Mbappé Lottin,84,108.3,20.3,120.0,57.3
Argentina,Damián Emiliano Martínez,84,7.0,36.1,73.8,25.8
France,Adrien Rabiot,84,46.3,50.0,46.7,66.2
France,Jules Koundé,84,46.7,66.2,39.6,55.3
France,Raphaël Varane,84,42.6,57.3,45.4,71.8
France,Jules Koundé,84,45.4,71.2,40.9,59.6
France,Raphaël Varane,84,40.7,60.5,12.3,39.7
France,Hugo Lloris,85,23.4,29.7,78.8,13.4
France,Marcus Thuram,85,78.8,13.4,93.5,16.8
Argentina,Cristian Gabriel Romero,85,26.6,63.3,56.3,60.9
France,Aurélien Djani Tchouaméni,85,68.3,19.2,70.2,10.8
France,Adrien Rabiot,85,70.2,10.8,48.4,18.1
France,Dayotchanculle Upamecano,85,53.5,21.8,51.2,56.0
France,Jules Koundé,85,51.8,56.0,47.5,45.5
France,Raphaël Varane,85,52.3,38.9,67.0,29.5
France,Adrien Rabiot,85,67.0,29.5,49.5,17.5
France,Dayotchanculle Upamecano,85,49.3,10.6,39.2,64.1
France,Jules Koundé,85,46.7,75.7,76.0,67.7
France,Kylian Mbappé Lottin,86,74.7,63.0,75.8,67.7
France,Jules Koundé,86,76.4,67.1,80.3,61.5
France,Kylian Mbappé Lottin,86,80.3,61.5,99.3,47.4
France,Randal Kolo Muani,86,98.0,32.9,107.9,31.8
France,Randal Kolo Muani,86,96.7,30.7,100.4,24.1
France,Marcus Thuram,86,101.2,23.9,106.4,28.4
France,Adrien Rabiot,86,104.0,25.2,106.6,27.3
Argentina,Damián Emiliano Martínez,87,18.4,51.7,85.2,69.9
France,Eduardo Camavinga,89,34.9,10.2,30.6,47.8
France,Raphaël Varane,89,44.8,52.6,97.4,19.0
France,Eduardo Camavinga,89,99.5,0.1,87.3,5.1
France,Adrien Rabiot,89,89.7,3.8,109.4,36.5
Argentina,Rodrigo Javier De Paul,89,21.9,69.7,32.3,66.7
France,Adrien Rabiot,89,87.8,13.4,92.0,25.6
France,Kylian Mbappé Lottin,89,92.3,25.4,111.9,65.6
France,Kingsley Coman,89,111.7,68.8,69.8,61.8
France,Jules Koundé,90,70.4,59.8,54.6,42.1
France,Raphaël Varane,90,54.8,39.9,56.7,14.9
France,Dayotchanculle Upamecano,90,56.3,19.4,54.0,56.8
France,Jules Koundé,90,52.9,60.9,75.8,73.1
Argentina,Cristian Gabriel Romero,90,25.5,28.6,62.9,26.9
Argentina,Julián Álvarez,90,61.9,35.2,67.0,45.1
France,Dayotchanculle Upamecano,90,53.1,35.0,83.3,28.8
Argentina,Cristian Gabriel Romero,90,36.8,51.3,52.0,51.1
Argentina,Enzo Fernandez,90,57.6,49.8,96.9,22.2
France,Jules Koundé,90,23.2,57.9,39.2,55.8
Argentina,Nicolás Alejandro Tagliafico,90,80.9,24.3,101.2,13.0
Argentina,Marcos Javier Acuña,90,101.2,13.0,120.0,23.1
France,Hugo Lloris,91,6.0,44.0,74.7,25.6
France,Randal Kolo Muani,91,74.7,25.6,82.6,25.2
France,Kylian Mbappé Lottin,92,86.7,18.1,106.2,30.7
Argentina,Rodrigo Javier De Paul,92,20.1,28.0,18.4,13.9
Argentina,Marcos Javier Acuña,92,18.0,13.9,21.6,13.9
Argentina,Nicolás Alejandro Tagliafico,92,44.5,0.1,25.7,10.4
Argentina,Nicolás Hernán Otamendi,92,21.9,25.0,25.9,58.8
Argentina,Nahuel Molina Lucero,92,31.7,63.3,62.5,75.7
France,Kingsley Coman,93,120.0,0.1,113.0,38.0
France,Aurélien Djani Tchouaméni,93,91.6,33.7,89.3,19.4
France,Eduardo Camavinga,93,90.1,18.3,98.7,2.9
France,Eduardo Camavinga,93,113.6,19.8,108.9,28.5
Argentina,Cristian Gabriel Romero,93,3.7,42.5,2.2,45.5
Argentina,Damián Emiliano Martínez,93,4.3,44.0,21.2,57.9
Argentina,Enzo Fernandez,94,45.2,51.9,49.7,62.2
Argentina,Julián Álvarez,94,51.6,59.4,53.5,69.3
Argentina,Nahuel Molina Lucero,94,54.8,70.3,65.7,77.8
Argentina,Nahuel Molina Lucero,94,89.7,80.0,96.3,64.3
Argentina,Lionel Andrés Messi Cuccittini,94,94.6,61.1,86.0,61.3
Argentina,Cristian Gabriel Romero,94,85.8,61.6,97.8,67.1
France,Eduardo Camavinga,94,22.3,13.0,44.8,2.7
France,Kylian Mbappé Lottin,95,79.4,4.6,95.5,21.5
France,Kylian Mbappé Lottin,95,110.9,23.5,113.4,23.9
Argentina,Nahuel Molina Lucero,95,24.0,71.2,43.9,76.1
Argentina,Rodrigo Javier De Paul,95,43.7,76.1,39.4,60.3
Argentina,Enzo Fernandez,95,44.1,59.0,52.7,66.3
Argentina,Lionel Andrés Messi Cuccittini,95,83.0,51.3,102.9,13.6
Argentina,Marcos Javier Acuña,95,99.9,25.8,111.5,20.9
Argentina,Nicolás Alejandro Tagliafico,95,111.5,20.9,108.3,30.3
France,Aurélien Djani Tchouaméni,95,31.5,53.0,49.7,71.8
France,Jules Koundé,96,55.9,73.3,45.2,61.1
France,Raphaël Varane,96,45.6,55.3,46.9,49.6
France,Aurélien Djani Tchouaméni,96,48.4,41.2,24.2,34.6
France,Hugo Lloris,96,26.6,31.8,79.6,16.8
France,Marcus Thuram,96,79.6,16.8,89.9,38.2
Argentina,Nicolás Hernán Otamendi,96,30.2,41.9,37.3,50.0
Argentina,Enzo Fernandez,96,37.3,50.0,47.5,37.0
Argentina,Alexis Mac Allister,96,52.0,34.8,69.3,12.8
Argentina,Marcos Javier Acuña,96,70.2,12.8,95.4,9.2
Argentina,Julián Álvarez,96,95.4,8.1,89.5,31.0
Argentina,Rodrigo Javier De Paul,96,89.5,31.0,92.0,54.7
Argentina,Lionel Andrés Messi Cuccittini,97,120.0,0.1,113.4,35.9
France,Raphaël Varane,97,24.4,52.3,42.0,36.1
France,Aurélien Djani Tchouaméni,97,48.6,49.1,55.0,34.2
France,Adrien Rabiot,97,66.4,11.1,64.2,28.0
France,Aurélien Djani Tchouaméni,98,62.7,33.5,65.9,58.1
France,Jules Koundé,98,73.4,63.0,84.3,74.4
France,Kingsley Coman,98,116.2,66.7,115.4,55.5
Argentina,Alexis Mac Allister,98,6.7,19.6,20.6,31.2
Argentina,Enzo Fernandez,98,21.0,28.8,34.5,30.3
Argentina,Lionel Andrés Messi Cuccittini,98,30.4,27.5,79.4,11.3
Argentina,Julián Álvarez,98,110.6,23.3,99.5,33.5
Argentina,Lionel Andrés Messi Cuccittini,98,101.4,35.2,102.9,47.9
Argentina,Rodrigo Javier De Paul,98,102.9,47.7,105.1,36.5
France,Aurélien Djani Tchouaméni,98,15.0,43.6,23.8,47.8
France,Randal Kolo Muani,90,61.0,40.1,51.6,43.2
France,Aurélien Djani Tchouaméni,90,52.0,42.5,49.7,30.3
France,Adrien Rabiot,90,51.6,19.8,52.2,8.5
France,Eduardo Camavinga,90,52.0,9.2,39.2,20.1
France,Dayotchanculle Upamecano,90,44.5,23.1,39.2,59.0
France,Jules Koundé,90,39.4,60.1,77.9,74.8
Argentina,Nicolás Alejandro Tagliafico,90,42.2,5.3,40.7,13.6
Argentina,Alexis Mac Allister,90,42.4,13.6,30.4,14.1
Argentina,Nicolás Hernán Otamendi,90,30.2,14.1,33.9,23.5
Argentina,Enzo Fernandez,90,36.0,25.6,44.6,19.2
Argentina,Alexis Mac Allister,90,64.0,16.2,76.6,23.2
Argentina,Cristian Gabriel Romero,90,36.2,45.1,62.7,33.7
France,Aurélien Djani Tchouaméni,90,57.4,46.4,81.3,40.2
Argentina,Cristian Gabriel Romero,90,38.8,39.9,45.6,37.4
Argentina,Enzo Fernandez,90,45.2,36.3,50.1,46.6
Argentina,Cristian Gabriel Romero,91,53.3,44.2,85.2,2.5
Argentina,Marcos Javier Acuña,91,77.3,4.6,55.0,14.9
Argentina,Nicolás Hernán Otamendi,91,52.7,16.6,44.3,47.0
Argentina,Cristian Gabriel Romero,91,42.6,50.2,74.7,74.6
Argentina,Gonzalo Ariel Montiel,91,84.6,73.3,75.8,71.8
Argentina,Lionel Andrés Messi Cuccittini,91,79.8,72.0,72.8,58.3
Argentina,Enzo Fernandez,91,71.5,53.4,68.5,66.0
Argentina,Gonzalo Ariel Montiel,91,71.1,67.7,77.5,74.4
Argentina,Lionel Andrés Messi Cuccittini,91,78.3,73.9,90.3,74.8
Argentina,Rodrigo Javier De Paul,91,86.9,72.9,78.8,59.8
Argentina,Enzo Fernandez,91,83.9,54.5,94.6,4.6
Argentina,Marcos Javier Acuña,92,101.4,4.2,110.9,37.2
France,Hugo Lloris,92,7.0,44.1,85.4,75.7
Argentina,Nicolás Alejandro Tagliafico,92,34.7,4.4,43.9,17.9
Argentina,Alexis Mac Allister,92,40.5,14.7,48.4,9.6
Argentina,Marcos Javier Acuña,92,49.0,8.9,51.2,20.7
Argentina,Alexis Mac Allister,92,59.3,19.0,55.9,41.0
Argentina,Rodrigo Javier De Paul,92,74.3,37.4,84.3,54.7
France,Eduardo Camavinga,93,22.7,14.5,25.5,66.0
France,Jules Koundé,93,29.6,66.0,27.0,49.2
France,Raphaël Varane,93,27.8,47.2,38.8,30.8
France,Adrien Rabiot,93,45.2,35.0,34.7,48.7
France,Raphaël Varane,93,45.8,52.8,52.0,74.8
France,Jules Koundé,93,52.0,74.8,45.2,65.0
France,Aurélien Djani Tchouaméni,93,44.7,65.0,48.2,76.7
France,Jules Koundé,93,47.7,77.8,11.6,54.1
France,Hugo Lloris,93,12.2,50.2,80.5,31.2
France,Marcus Thuram,93,80.5,31.2,94.6,35.5
Argentina,Nicolás Hernán Otamendi,93,25.5,44.6,37.9,48.5
Argentina,Cristian Gabriel Romero,93,38.3,51.7,67.0,54.7
France,Dayotchanculle Upamecano,93,50.1,24.1,59.7,17.7
France,Aurélien Djani Tchouaméni,93,62.5,18.8,63.4,8.1
France,Eduardo Camavinga,93,67.2,7.2,48.8,17.7
France,Dayotchanculle Upamecano,93,49.0,20.1,54.4,25.6
France,Adrien Rabiot,94,73.0,60.9,86.2,53.4
Argentina,Cristian Gabriel Romero,94,25.3,32.4,37.5,50.0
Argentina,Enzo Fernandez,94,36.6,54.1,52.3,36.5
Argentina,Julián Álvarez,94,51.6,34.8,47.1,15.3
Argentina,Marcos Javier Acuña,94,46.3,16.2,33.4,24.5
Argentina,Nicolás Hernán Otamendi,94,35.1,20.0,45.0,16.0
Argentina,Marcos Javier Acuña,94,48.4,15.8,13.3,34.6
Argentina,Damián Emiliano Martínez,94,11.6,32.4,74.3,7.4
France,Raphaël Varane,95,46.5,74.2,43.9,20.7
France,Eduardo Camavinga,95,46.7,13.0,55.4,21.3
France,Youssouf Fofana,95,55.9,21.6,54.8,11.7
France,Eduardo Camavinga,95,55.0,11.5,76.4,6.2
France,Marcus Thuram,95,76.0,7.0,70.2,12.6
France,Aurélien Djani Tchouaméni,95,69.3,27.8,74.7,14.7
France,Youssouf Fofana,95,75.5,13.2,68.9,31.0
France,Aurélien Djani Tchouaméni,95,64.2,44.7,61.2,68.0
France,Jules Koundé,95,63.4,67.5,56.9,51.5
France,Raphaël Varane,95,56.9,49.8,63.8,46.6
France,Youssouf Fofana,95,57.8,45.7,55.2,33.1
France,Dayotchanculle Upamecano,95,56.9,31.2,60.4,10.6
France,Eduardo Camavinga,95,61.0,10.0,54.6,18.6
France,Dayotchanculle Upamecano,95,57.2,22.2,89.7,19.8
Argentina,Nicolás Hernán Otamendi,96,30.2,62.6,41.6,32.2
Argentina,Enzo Fernandez,96,44.6,44.9,48.6,57.0
Argentina,Rodrigo Javier De Paul,96,47.1,54.9,42.0,27.7
Argentina,Nicolás Hernán Otamendi,96,40.7,25.2,49.5,10.0
Argentina,Nicolás Alejandro Tagliafico,96,47.5,8.7,39.0,18.1
Argentina,Nicolás Hernán Otamendi,96,38.8,20.7,41.8,29.2
Argentina,Enzo Fernandez,96,39.8,35.7,53.7,42.3
Argentina,Rodrigo Javier De Paul,96,54.8,42.1,73.0,47.0
Argentina,Lionel Andrés Messi Cuccittini,96,73.6,46.8,78.8,30.1
Argentina,Alexis Mac Allister,96,80.5,29.2,100.4,4.9
Argentina,Marcos Javier Acuña,96,114.7,4.2,109.6,42.5
Argentina,Rodrigo Javier De Paul,97,100.0,57.5,119.8,19.8
France,Hugo Lloris,97,7.0,36.1,85.4,50.6
Argentina,Nicolás Hernán Otamendi,97,34.7,29.5,46.0,13.2
France,Kingsley Coman,97,92.2,72.5,107.6,45.3
Argentina,Damián Emiliano Martínez,98,10.8,30.7,19.7,23.2
Argentina,Nicolás Hernán Otamendi,98,20.8,23.2,20.6,52.1
Argentina,Cristian Gabriel Romero,98,20.6,52.3,34.3,52.1
Argentina,Enzo Fernandez,98,35.8,62.2,43.7,75.2
Argentina,Gonzalo Ariel Montiel,98,43.7,75.2,35.1,70.5
Argentina,Enzo Fernandez,98,21.0,48.9,25.3,46.6
Argentina,Alexis Mac Allister,98,25.3,47.6,34.1,73.1
Argentina,Rodrigo Javier De Paul,98,39.4,75.2,65.5,75.7
France,Eduardo Camavinga,98,50.7,7.9,64.0,19.4
France,Aurélien Djani Tchouaméni,98,65.1,20.3,88.0,24.3
Argentina,Julián Álvarez,98,18.9,54.3,5.0,69.5
Argentina,Rodrigo Javier De Paul,99,5.0,69.5,21.5,74.4
Argentina,Gonzalo Ariel Montiel,99,7.3,75.4,9.7,75.0
France,Kingsley Coman,99,111.1,6.2,108.1,37.4
France,Kingsley Coman,100,120.0,0.1,115.5,28.4
France,Youssouf Fofana,100,88.4,50.0,94.6,72.3
France,Jules Koundé,100,97.4,72.3,106.6,40.2
Argentina,Damián Emiliano Martínez,101,13.1,40.8,22.9,54.3
Argentina,Cristian Gabriel Romero,101,24.4,60.5,55.2,73.9
Argentina,Gonzalo Ariel Montiel,101,67.2,75.0,68.3,70.9
France,Marcus Thuram,101,50.5,10.6,73.2,7.4
Argentina,Enzo Fernandez,102,51.6,68.0,45.2,60.9
Argentina,Cristian Gabriel Romero,102,44.6,58.3,38.8,28.8
Argentina,Nicolás Hernán Otamendi,102,38.6,28.2,36.0,50.4
Argentina,Cristian Gabriel Romero,102,36.2,55.3,41.6,71.4
Argentina,Enzo Fernandez,102,40.1,71.6,54.2,74.2
Argentina,Gonzalo Ariel Montiel,102,54.4,73.7,65.1,66.5
France,Youssouf Fofana,102,55.0,23.9,105.9,44.9
Argentina,Damián Emiliano Martínez,102,12.9,34.6,23.6,25.2
Argentina,Nicolás Hernán Otamendi,102,24.7,26.7,22.3,44.2
Argentina,Leandro Daniel Paredes,102,37.7,46.1,39.6,70.7
Argentina,Cristian Gabriel Romero,103,50.8,66.5,92.9,23.2
France,Jules Koundé,103,27.2,56.9,41.8,58.6
Argentina,Alexis Mac Allister,103,75.8,9.6,55.0,19.2
Argentina,Leandro Daniel Paredes,103,51.2,22.4,65.7,37.4
Argentina,Enzo Fernandez,103,65.3,37.4,66.8,30.5
Argentina,Alexis Mac Allister,103,70.4,31.2,71.7,38.9
Argentina,Enzo Fernandez,103,67.7,43.4,58.9,32.9
Argentina,Leandro Daniel Paredes,103,64.9,35.2,90.1,21.8
Argentina,Marcos Javier Acuña,103,108.1,20.7,119.8,44.2
France,Hugo Lloris,104,7.0,36.1,68.3,31.6
Argentina,Alexis Mac Allister,104,51.8,48.5,68.1,49.1
Argentina,Lautaro Javier Martínez,104,74.3,47.8,73.0,58.5
Argentina,Enzo Fernandez,104,77.9,54.7,80.1,40.6
Argentina,Alexis Mac Allister,104,80.5,40.4,86.5,25.4
Argentina,Marcos Javier Acuña,104,86.5,25.4,74.9,24.1
Argentina,Nicolás Alejandro Tagliafico,104,75.1,23.9,81.6,30.5
Argentina,Alexis Mac Allister,104,80.9,34.6,83.7,44.0
Argentina,Lionel Andrés Messi Cuccittini,104,86.0,34.4,97.0,45.3
Argentina,Alexis Mac Allister,104,97.0,45.3,101.0,38.2
Argentina,Lionel Andrés Messi Cuccittini,104,103.4,37.6,107.9,47.8
Argentina,Lionel Andrés Messi Cuccittini,105,120.0,0.1,102.5,70.1
France,Aurélien Djani Tchouaméni,105,28.5,0.1,23.1,8.7
France,Eduardo Camavinga,105,24.2,7.7,17.4,17.3
France,Dayotchanculle Upamecano,105,14.4,18.3,19.5,39.7
France,Raphaël Varane,105,19.3,40.0,33.8,35.0
France,Youssouf Fofana,105,35.1,41.0,39.0,66.5
France,Jules Koundé,105,41.1,77.8,54.8,76.1
Argentina,Marcos Javier Acuña,105,71.5,8.3,98.5,32.4
France,Hugo Lloris,106,7.0,36.1,36.4,25.4
France,Youssouf Fofana,106,40.5,25.0,37.9,13.6
Argentina,Lautaro Javier Martínez,105,61.0,40.1,49.5,39.3
Argentina,Leandro Daniel Paredes,105,51.8,42.7,45.4,68.8
Argentina,Gonzalo Ariel Montiel,105,50.3,64.6,42.4,50.0
Argentina,Leandro Daniel Paredes,105,44.7,30.8,50.9,21.6
Argentina,Nicolás Hernán Otamendi,105,55.7,18.1,77.7,4.9
Argentina,Nicolás Alejandro Tagliafico,105,81.8,3.6,89.2,7.0
France,Kingsley Coman,105,7.3,75.0,17.6,75.0
Argentina,Nicolás Alejandro Tagliafico,105,102.1,4.7,93.3,18.6
Argentina,Alexis Mac Allister,105,93.5,18.6,83.0,26.5
Argentina,Leandro Daniel Paredes,105,82.8,26.5,90.7,57.7
Argentina,Lionel Andrés Messi Cuccittini,105,92.9,60.1,111.5,66.3
Argentina,Gonzalo Ariel Montiel,105,111.5,66.3,120.0,30.1
France,Hugo Lloris,106,6.0,44.0,83.5,25.2
Argentina,Cristian Gabriel Romero,106,36.6,54.9,42.8,72.5
Argentina,Gonzalo Ariel Montiel,106,43.2,74.4,43.9,63.5
Argentina,Leandro Daniel Paredes,106,44.1,56.0,46.0,22.0
Argentina,Nicolás Alejandro Tagliafico,106,42.6,15.1,34.3,18.1
Argentina,Nicolás Hernán Otamendi,106,33.2,23.9,32.8,56.9
Argentina,Cristian Gabriel Romero,106,32.3,61.8,45.6,76.1
Argentina,Enzo Fernandez,106,50.1,73.5,110.0,60.3
Argentina,Gonzalo Ariel Montiel,106,111.7,80.0,103.6,55.8
France,Hugo Lloris,107,6.0,44.0,68.3,47.8
Argentina,Lautaro Javier Martínez,107,51.8,32.3,64.4,41.7
France,Dayotchanculle Upamecano,107,55.7,38.4,66.4,38.2
France,Aurélien Djani Tchouaméni,107,66.4,38.2,77.3,36.7
Argentina,Leandro Daniel Paredes,107,43.2,46.2,63.1,70.8
Argentina,Gonzalo Ariel Montiel,107,64.2,74.0,94.2,56.4
Argentina,Lautaro Javier Martínez,107,94.2,56.4,91.2,58.8
Argentina,Lionel Andrés Messi Cuccittini,107,91.2,58.8,95.4,49.4
Argentina,Enzo Fernandez,107,95.4,49.4,109.3,56.9
France,Aurélien Djani Tchouaméni,109,60.0,40.0,48.6,52.1
France,Jules Koundé,110,54.4,71.6,45.4,54.9
France,Raphaël Varane,110,43.7,53.2,15.9,42.7
France,Hugo Lloris,110,21.0,27.7,119.8,14.7
Argentina,Damián Emiliano Martínez,110,7.0,44.1,74.7,71.8
France,Marcus Thuram,110,45.4,8.3,36.4,21.8
France,Raphaël Varane,110,37.5,21.5,76.6,4.0
France,Marcus Thuram,111,76.6,4.0,101.0,6.6
France,Randal Kolo Muani,111,90.8,17.0,86.3,8.7
Argentina,Cristian Gabriel Romero,111,13.3,64.8,85.8,38.9
France,Raphaël Varane,111,34.3,41.2,36.6,24.7
France,Dayotchanculle Upamecano,111,34.9,22.8,17.6,36.9
France,Hugo Lloris,111,17.6,36.9,43.5,3.6
France,Eduardo Camavinga,111,46.3,6.6,56.7,26.7
Argentina,Leandro Daniel Paredes,111,41.8,48.5,34.7,43.4
Argentina,Nicolás Hernán Otamendi,111,34.5,43.2,43.9,43.2
Argentina,Alexis Mac Allister,111,53.7,47.2,50.9,58.8
Argentina,Enzo Fernandez,111,49.7,57.9,73.2,6.4
Argentina,Marcos Javier Acuña,111,75.3,5.7,83.7,20.1
France,Raphaël Varane,111,3.3,68.6,5.6,79.3
Argentina,Marcos Javier Acuña,112,115.8,0.1,115.8,9.6
Argentina,Lautaro Javier Martínez,112,118.5,4.0,116.8,6.6
Argentina,Marcos Javier Acuña,112,114.9,0.1,116.0,10.9
Argentina,Lautaro Javier Martínez,112,114.1,9.2,116.0,4.7
France,Hugo Lloris,113,6.0,44.0,14.0,22.2
France,Kingsley Coman,114,77.9,13.8,104.2,53.0
France,Youssouf Fofana,114,86.3,49.6,87.1,69.7
France,Jules Koundé,114,89.7,69.7,81.8,60.0
France,Youssouf Fofana,114,70.2,51.3,72.6,64.3
France,Jules Koundé,114,72.8,64.3,105.7,63.2
France,Ibrahima Konaté,114,116.0,68.0,115.8,64.3
France,Kingsley Coman,115,120.0,80.0,108.1,37.2
Argentina,Enzo Fernandez,118,61.0,40.1,50.7,44.9
Argentina,Leandro Daniel Paredes,118,50.7,44.9,56.5,52.8
Argentina,Enzo Fernandez,118,63.1,62.8,94.2,71.4
Argentina,Gonzalo Ariel Montiel,118,102.7,70.5,98.9,53.4
France,Youssouf Fofana,118,26.6,19.0,47.1,26.7
Argentina,Leandro Daniel Paredes,118,73.8,54.9,82.6,59.0
Argentina,Enzo Fernandez,118,82.6,59.0,82.0,74.0
Argentina,Leandro Daniel Paredes,118,75.8,72.9,83.7,66.0
Argentina,Lautaro Javier Martínez,118,87.7,33.5,79.4,43.6
Argentina,Enzo Fernandez,118,79.2,43.6,94.6,21.1
Argentina,Marcos Javier Acuña,118,106.4,8.3,108.9,12.8
Argentina,Lionel Andrés Messi Cuccittini,119,120.0,0.1,112.3,40.0
Argentina,Enzo Fernandez,119,83.2,80.0,96.3,76.3
France,Eduardo Camavinga,119,12.3,3.4,15.9,6.1
France,Marcus Thuram,119,15.9,6.1,27.9,17.0
France,Youssouf Fofana,119,63.8,12.3,78.1,4.2
France,Kylian Mbappé Lottin,119,79.0,4.2,120.0,47.6
Argentina,Damián Emiliano Martínez,121,7.0,44.1,79.8,6.4
Argentina,Paulo Bruno Exequiel Dybala,121,76.2,8.5,94.6,5.3
Argentina,Marcos Javier Acuña,121,99.1,0.1,74.7,11.3
Argentina,Nicolás Hernán Otamendi,121,71.7,16.0,53.3,30.5
Argentina,Germán Alejandro Pezzella,121,53.3,31.0,64.2,16.4
Argentina,Nicolás Hernán Otamendi,121,64.2,16.4,78.1,5.3
Argentina,Marcos Javier Acuña,121,78.1,7.0,62.5,7.9
Argentina,Nicolás Hernán Otamendi,121,56.1,3.6,66.8,7.4
France,Kingsley Coman,121,53.3,72.7,64.4,73.7
Argentina,Nicolás Hernán Otamendi,121,55.7,6.4,54.6,15.6
Argentina,Leandro Daniel Paredes,121,52.4,17.3,57.6,13.9
Argentina,Marcos Javier Acuña,121,52.7,5.1,79.2,9.6
Argentina,Paulo Bruno Exequiel Dybala,121,79.2,10.0,87.7,20.5
France,Kingsley Coman,121,57.4,75.9,67.7,63.0
Argentina,Leandro Daniel Paredes,121,52.4,17.1,64.2,27.5
Argentina,Enzo Fernandez,121,64.2,27.8,74.1,34.6
Argentina,Lionel Andrés Messi Cuccittini,121,74.1,34.6,92.2,29.9
France,Hugo Lloris,122,22.7,50.8,85.0,53.2
Argentina,Nicolás Hernán Otamendi,122,35.1,26.9,58.4,36.7
France,Ibrahima Konaté,122,62.7,42.7,103.7,45.1
Argentina,Nicolás Hernán Otamendi,122,22.5,34.2,48.8,47.2
Argentina,Paulo Bruno Exequiel Dybala,122,44.3,48.3,42.8,54.1
Argentina,Enzo Fernandez,122,42.8,54.1,58.0,62.4
Argentina,Lionel Andrés Messi Cuccittini,122,66.8,62.6,104.9,62.6
Argentina,Gonzalo Ariel Montiel,122,109.3,61.6,110.8,41.6
France,Hugo Lloris,123,6.0,36.0,73.6,60.0
Argentina,Marcos Javier Acuña,123,46.5,20.1,62.5,25.8
Argentina,Leandro Daniel Paredes,123,47.1,27.3,56.1,22.0
France,Aurélien Djani Tchouaméni,123,63.4,36.1,115.8,8.5
